run_id,model,dataset,domain,horizon,context_length,mse,mae,rmse,smape,wape,mase,train_time_s,inference_time_s,gpu_memory_mb
pilot_20260527_095041,dummy_mean,synthetic_energy,energy,24,168,8.52437896103041,2.399999999999999,2.9196539111734476,16.155952719982313,15.434083601286169,5.610254736762634,0.00043821102008223534,0.0036642481572926044,0.0
pilot_20260527_095041,seasonal_naive,synthetic_energy,energy,24,168,0.2303999999999998,0.47999999999999976,0.4799999999999998,3.1824128566920593,3.086816720257233,1.1220509473525269,0.00029629585333168507,0.003267468884587288,0.0
pilot_20260527_095041,moving_average,synthetic_energy,energy,24,168,2.9947789610304136,1.5085281390880487,1.7305429671147763,9.76311853741983,9.701145588990668,3.526344640774355,0.0002868019510060549,0.003336812136694789,0.0
pilot_20260527_095041,linear_trend,synthetic_energy,energy,24,168,3.199317439927965,1.590690986208152,1.7886635904853558,10.30498855906549,10.229524027062071,3.7184090167082977,0.00028182403184473515,0.0038840111810714006,0.0
pilot_20260527_095041,dummy_mean,synthetic_traffic,traffic,24,168,39.85243912572004,5.625037388545023,6.312878830273874,17.104523976195228,16.89144815611449,4.017839669853138,0.00036651710979640484,0.0031496118754148483,0.0
pilot_20260527_095041,seasonal_naive,synthetic_traffic,traffic,24,168,0.6826789749256609,0.6836415548963087,0.8262438955451719,2.3212086302554655,2.05291006694685,0.48831002702596277,0.00028485595248639584,0.00326403696089983,0.0
pilot_20260527_095041,moving_average,synthetic_traffic,traffic,24,168,36.67969866473916,5.466844017602457,6.0563766944221005,16.614752529430728,16.416408624935745,3.9048456473466966,0.0002886389847844839,0.003312797052785754,0.0
pilot_20260527_095041,linear_trend,synthetic_traffic,traffic,24,168,44.268344627087615,5.739758914681255,6.653446071554771,17.461494984423425,17.235945903821325,4.099782716069134,0.0002776209730654955,0.0037166860420256853,0.0
pilot_20260527_095041,dummy_mean,synthetic_weather,weather,144,1008,12.651697790577538,3.190349805489152,3.5569225168082506,17.503190513055817,17.245134083725148,22.11484392783636,0.0004706059116870165,0.002650040201842785,0.0
pilot_20260527_095041,seasonal_naive,synthetic_weather,weather,144,1008,37.62012077371875,4.980113990274979,6.133524335463156,25.34409431034035,26.919535082567453,34.521118483081025,0.00035658106207847595,0.00270867720246315,0.0
pilot_20260527_095041,moving_average,synthetic_weather,weather,144,1008,12.625,3.198104235348484,3.553167600887974,17.547381458044008,17.287049920802616,22.168596029186947,0.0003410528879612684,0.002641469007357955,0.0
pilot_20260527_095041,linear_trend,synthetic_weather,weather,144,1008,12.701288847786358,3.1763539038523456,3.5638867613584972,17.425083761717147,17.169480561364033,22.01782723712903,0.0003418021369725466,0.002861408982425928,0.0
pilot_20260527_095041,dummy_mean,synthetic_exchange,economics,7,365,4.411938782882737,2.099999999999999,2.1004615642479005,50.722197671032774,40.46242774566473,51.63610999451976,0.0004065968096256256,0.003279718803241849,0.0
pilot_20260527_095041,seasonal_naive,synthetic_exchange,economics,7,365,0.004899999999999828,0.06999999999999876,0.06999999999999877,1.3580344722879774,1.3487475915221345,1.721203666483962,0.00034707412123680115,0.003388253040611744,0.0
pilot_20260527_095041,moving_average,synthetic_exchange,economics,7,365,0.028280768758073675,0.16230214377922292,0.16816886976510745,3.173304660932658,3.1272089360158564,3.990786356443009,0.00031404802575707436,0.003479975974187255,0.0
pilot_20260527_095041,linear_trend,synthetic_exchange,economics,7,365,0.0032003018792914452,0.0502119567609105,0.056571210693173654,0.966644985609613,0.9674750820984686,1.2346429154030694,0.0003590548876672983,0.0037225158885121346,0.0
pilot_20260527_095041,dummy_mean,etth1,energy,24,168,32.265303801007846,3.8963869860100817,5.680255610534428,74.58463166316677,63.78326839042134,3.031925108297894,0.004525728058069944,0.0410483090672642,0.0
pilot_20260527_095041,seasonal_naive,etth1,energy,24,168,2.787957817039157,1.020107141208081,1.6697178854642352,20.484587113994696,16.699000332430565,0.7937836938907084,0.004420154029503465,0.04169521713629365,0.0
pilot_20260527_095041,moving_average,etth1,energy,24,168,27.94032367476286,3.062749518820691,5.285860731684373,55.401822849249015,50.13674855012681,2.3832404737725197,0.00437621702440083,0.04182040714658797,0.0
pilot_20260527_095041,linear_trend,etth1,energy,24,168,27.874451164482736,3.161164600350069,5.279626043999967,56.74667224526443,51.74778861914251,2.4598209463476155,0.0043117571622133255,0.044504795921966434,0.0
pilot_20260527_095041,dummy_mean,stock_provided,finance,24,240,1636507.5899816686,125.76515614429282,1279.2605637561367,39.87944170143615,25.869695636315143,3.1826098606582245,0.05937862698920071,8.58830827078782,0.0
pilot_20260527_095041,seasonal_naive,stock_provided,finance,24,240,6830.5374630340875,7.367579811049142,82.64706566499555,2.3656766833929894,1.5154996274916228,0.18644378836479125,0.05913586192764342,8.60583272902295,0.0
pilot_20260527_095041,moving_average,stock_provided,finance,24,240,4267.357210763724,5.610869941232158,65.32501213749389,2.0513390298518916,1.154147158757472,0.1419885328281895,0.05845535802654922,8.589751651976258,0.0
pilot_20260527_095041,linear_trend,stock_provided,finance,24,240,27565.951584034487,15.269439217511273,166.02997194493074,4.185144160183542,3.1408997309320035,0.386408042658627,0.058249578112736344,8.594391313148662,0.0
